,title,artist,url,participant,playlist_type
5,He Called Me Baby,Patsy Cline,youtube.com/watch?v=GW_FjFZW1-Q&list=PLZEl0b5BNrnGLz_LqzG5YmfRuLshpl72-&index=6,LGEN,energizing
6,Misterioso,Thelonious Monk,youtube.com/watch?v=hSoD-T87VUs&list=PLZEl0b5BNrnGLz_LqzG5YmfRuLshpl72-&index=7,LGEN,energizing
7,The Peanut Vendor,Stan Kenton,youtube.com/watch?v=YOAvM1y_vbI&list=PLZEl0b5BNrnGLz_LqzG5YmfRuLshpl72-&index=8,LGEN,energizing
8,Opus One (1991 Remastered),Tommy Dorsey,youtube.com/watch?v=5RxKJztoGfk&list=PLZEl0b5BNrnGLz_LqzG5YmfRuLshpl72-&index=9,LGEN,energizing
9,Boogie Woogie,Tommy Dorsey,youtube.com/watch?v=YDFn2W8sWtE&list=PLZEl0b5BNrnGLz_LqzG5YmfRuLshpl72-&index=10,LGEN,energizing
10,Chapel of Love,Bette Midler,youtube.com/watch?v=2eEt-5Z9SQM&list=PLZEl0b5BNrnGLz_LqzG5YmfRuLshpl72-&index=11,LGEN,energizing
11,I Wanna Dance with Somebody (Who Loves Me),Whitney Houston,youtube.com/watch?v=6xzN8Nt0Pok&list=PLZEl0b5BNrnGLz_LqzG5YmfRuLshpl72-&index=12,LGEN,energizing
12,Thriller,Michael Jackson,youtube.com/watch?v=Z85lxckrtzg&list=PLZEl0b5BNrnGLz_LqzG5YmfRuLshpl72-&index=13,LGEN,energizing
13,Billie Jean,Michael Jackson,youtube.com/watch?v=A9pd3M1Sxe8&list=PLZEl0b5BNrnGLz_LqzG5YmfRuLshpl72-&index=14,LGEN,energizing
14,Girls Just Want to Have Fun,Cyndi Lauper,youtube.com/watch?v=gvLMhpzYic0&list=PLZEl0b5BNrnGLz_LqzG5YmfRuLshpl72-&index=15,LGEN,energizing
15,Time After Time,Cyndi Lauper,youtube.com/watch?v=7wBgcalM4c4&list=PLZEl0b5BNrnGLz_LqzG5YmfRuLshpl72-&index=16,LGEN,energizing
16,Strangers In The Night,Frank Sinatra,youtube.com/watch?v=BTOeRwIUnG0&list=PLZEl0b5BNrnGLz_LqzG5YmfRuLshpl72-&index=17,LGEN,energizing
17,Haven't Met You Yet,Michael Bublé,youtube.com/watch?v=zS-_wGmn8jk&list=PLZEl0b5BNrnGLz_LqzG5YmfRuLshpl72-&index=18,LGEN,energizing
18,Feeling Good,Michael Bublé,youtube.com/watch?v=NzmfnGoqKOk&list=PLZEl0b5BNrnGLz_LqzG5YmfRuLshpl72-&index=19,LGEN,energizing
19,The Way You Look Tonight,"Harry Connick, Jr.",youtube.com/watch?v=Hb_yJKSJIyE&list=PLZEl0b5BNrnGLz_LqzG5YmfRuLshpl72-&index=20,LGEN,energizing
20,The Girl From Ipanema (2008 Remastered),Frank Sinatra,youtube.com/watch?v=mD6pbCSeWLs&list=PLZEl0b5BNrnGLz_LqzG5YmfRuLshpl72-&index=21,LGEN,energizing
0,Jessica,Allman Brothers Band,youtube.com/watch?v=vTOozRAJ8dU&list=PLZEl0b5BNrnFFLzrrpWFFUfZloNtVw4Bo&index=1,JSCH,relaxing
1,Aja,Steely Dan,youtube.com/watch?v=D-FMrz7OwLo&list=PLZEl0b5BNrnFFLzrrpWFFUfZloNtVw4Bo&index=2,JSCH,relaxing
2,As The Years Go Passing By (2002 Digital Remaster),Gary Moore,youtube.com/watch?v=doZeHhvaNQI&list=PLZEl0b5BNrnFFLzrrpWFFUfZloNtVw4Bo&index=3,JSCH,relaxing
3,"Still Got The Blues (Live from the Blues Alive Tour, U.K./1993)",Gary Moore,youtube.com/watch?v=ewUgJQHCh8A&list=PLZEl0b5BNrnFFLzrrpWFFUfZloNtVw4Bo&index=4,JSCH,relaxing
4,Separate Ways (2002 Digital Remaster),Gary Moore,youtube.com/watch?v=TMm68PloC7A&list=PLZEl0b5BNrnFFLzrrpWFFUfZloNtVw4Bo&index=5,JSCH,relaxing
5,While My Guitar Gently Weeps (Live),Jeff Healey,youtube.com/watch?v=U0KOPnFKn5Q&list=PLZEl0b5BNrnFFLzrrpWFFUfZloNtVw4Bo&index=6,JSCH,relaxing
6,"Tonight, Tonight, Tonight",Genesis,youtube.com/watch?v=SpdR2ECojak&list=PLZEl0b5BNrnFFLzrrpWFFUfZloNtVw4Bo&index=7,JSCH,relaxing
7,Careless Whisper,georgemichael,youtube.com/watch?v=_u0zg4p9cV4&list=PLZEl0b5BNrnFFLzrrpWFFUfZloNtVw4Bo&index=8,JSCH,relaxing
8,This Masquerade (2000 Remaster),George Benson,youtube.com/watch?v=j9W0g3NGSj4&list=PLZEl0b5BNrnFFLzrrpWFFUfZloNtVw4Bo&index=9,JSCH,relaxing
9,Flute Thing,The Blues Project,youtube.com/watch?v=ERxBkzoYIp8&list=PLZEl0b5BNrnFFLzrrpWFFUfZloNtVw4Bo&index=10,JSCH,relaxing
10,Mandolin Rain,Bruce Hornsby,youtube.com/watch?v=pYIDJ0YKPNA&list=PLZEl0b5BNrnFFLzrrpWFFUfZloNtVw4Bo&index=11,JSCH,relaxing
11,Chestnut Mare,The Byrds,youtube.com/watch?v=Gkn_rfnvbO8&list=PLZEl0b5BNrnFFLzrrpWFFUfZloNtVw4Bo&index=12,JSCH,relaxing
12,Comfortably Numb,Pink Floyd,youtube.com/watch?v=QHhNt6q06_k&list=PLZEl0b5BNrnFFLzrrpWFFUfZloNtVw4Bo&index=13,JSCH,relaxing
13,Nightswimming,remhq,youtube.com/watch?v=iyb1Mc0s6mI&list=PLZEl0b5BNrnFFLzrrpWFFUfZloNtVw4Bo&index=14,JSCH,relaxing
14,Unchained Melody (Timeless Love Extended Version),Righteous Brothers,youtube.com/watch?v=cGNYKy4sFZE&list=PLZEl0b5BNrnFFLzrrpWFFUfZloNtVw4Bo&index=15,JSCH,relaxing
15,Hummingbird,Seals and Crofts,youtube.com/watch?v=fysxCBOIa9U&list=PLZEl0b5BNrnFFLzrrpWFFUfZloNtVw4Bo&index=16,JSCH,relaxing
16,Summer Breeze,Seals and Crofts,youtube.com/watch?v=vr5OxBv-laQ&list=PLZEl0b5BNrnFFLzrrpWFFUfZloNtVw4Bo&index=17,JSCH,relaxing
17,Bridge Over Troubled Water,Simon & Garfunkel,youtube.com/watch?v=nvF5imxSaLI&list=PLZEl0b5BNrnFFLzrrpWFFUfZloNtVw4Bo&index=18,JSCH,relaxing
18,Handle With Care,TravelingWilburys,youtube.com/watch?v=Og75Wrez1pE&list=PLZEl0b5BNrnFFLzrrpWFFUfZloNtVw4Bo&index=19,JSCH,relaxing
19,Moondance (2013 Remaster),Van Morrison,youtube.com/watch?v=7kfYOGndVfU&list=PLZEl0b5BNrnFFLzrrpWFFUfZloNtVw4Bo&index=20,JSCH,relaxing
20,Carmelita,Warren Zevon on MV,youtube.com/watch?v=Djt7dcXvVNw&list=PLZEl0b5BNrnFFLzrrpWFFUfZloNtVw4Bo&index=21,JSCH,relaxing
21,Jessica,Allman Brothers Band,youtube.com/watch?v=vTOozRAJ8dU&list=PLZEl0b5BNrnFFLzrrpWFFUfZloNtVw4Bo&index=22,JSCH,relaxing
0,My Old School,Steely Dan,youtube.com/watch?v=rFnwczuvb74&list=PLZEl0b5BNrnEP8LzV9qfVZ2PPh4AzmErj&index=1,JSCH,energizing
1,Comfortably Numb,Pink Floyd,youtube.com/watch?v=QHhNt6q06_k&list=PLZEl0b5BNrnEP8LzV9qfVZ2PPh4AzmErj&index=2,JSCH,energizing
2,Black Magic Woman / Gypsy Queen,Santana,youtube.com/watch?v=I_SOAdAxFfo&list=PLZEl0b5BNrnEP8LzV9qfVZ2PPh4AzmErj&index=3,JSCH,energizing
3,Sultans of Swing,Dire Straits,youtube.com/watch?v=YyF1FwiYcoQ&list=PLZEl0b5BNrnEP8LzV9qfVZ2PPh4AzmErj&index=4,JSCH,energizing
4,Loan Me a Dime,Boz Scaggs,youtube.com/watch?v=WGGvlTXGERA&list=PLZEl0b5BNrnEP8LzV9qfVZ2PPh4AzmErj&index=5,JSCH,energizing
5,DIRE STRAITS-01-ONCE UPON A TIME IN THE WEST-ALCHEMY 1983,Matt Bort,youtube.com/watch?v=2gzoaKa8EKI&list=PLZEl0b5BNrnEP8LzV9qfVZ2PPh4AzmErj&index=6,JSCH,energizing
6,DIRE STRAITS 09 TELEGRAPH ROAD ALCHEMY 1983,Matt Bort,youtube.com/watch?v=nuauBoqpono&list=PLZEl0b5BNrnEP8LzV9qfVZ2PPh4AzmErj&index=7,JSCH,energizing
7,"In Memory Of Elizabeth Reed (Live At The Fillmore East, 1971)",Allman Brothers Band,youtube.com/watch?v=TYRgH8mM0C8&list=PLZEl0b5BNrnEP8LzV9qfVZ2PPh4AzmErj&index=8,JSCH,energizing
8,"Statesboro Blues (Live At Fillmore East, March 13, 1971)",Allman Brothers Band,youtube.com/watch?v=UB1W98CKbjM&list=PLZEl0b5BNrnEP8LzV9qfVZ2PPh4AzmErj&index=9,JSCH,energizing
9,Stormy Monday,Allman Brothers Band,youtube.com/watch?v=eBZFdh6QnL8&list=PLZEl0b5BNrnEP8LzV9qfVZ2PPh4AzmErj&index=10,JSCH,energizing
10,"Done Somebody Wrong (Live At The Fillmore East, March 1971)",Allman Brothers Band,youtube.com/watch?v=CIZr1MQyOqo&list=PLZEl0b5BNrnEP8LzV9qfVZ2PPh4AzmErj&index=11,JSCH,energizing
11,Jessica,Allman Brothers Band,youtube.com/watch?v=vTOozRAJ8dU&list=PLZEl0b5BNrnEP8LzV9qfVZ2PPh4AzmErj&index=12,JSCH,energizing
12,Bodhisattva,Steely Dan,youtube.com/watch?v=IRdj9eTp6X0&list=PLZEl0b5BNrnEP8LzV9qfVZ2PPh4AzmErj&index=13,JSCH,energizing
13,Reelin' In The Years,Steely Dan,youtube.com/watch?v=GaH25Sghoqc&list=PLZEl0b5BNrnEP8LzV9qfVZ2PPh4AzmErj&index=14,JSCH,energizing
14,"Don't Think Twice, It's All Right (Live at Madison Square Garden, New York, NY - October 1992)",Eric Clapton,youtube.com/watch?v=xitMOIKM1bQ&list=PLZEl0b5BNrnEP8LzV9qfVZ2PPh4AzmErj&index=15,JSCH,energizing
15,Let It Rain,Eric Clapton,youtube.com/watch?v=1VKpMI5Msa4&list=PLZEl0b5BNrnEP8LzV9qfVZ2PPh4AzmErj&index=16,JSCH,energizing
16,I Wish It Would Rain Down,Phil Collins,youtube.com/watch?v=pgWvvYBG3yU&list=PLZEl0b5BNrnEP8LzV9qfVZ2PPh4AzmErj&index=17,JSCH,energizing
17,Sussudio (2016 Remastered),Phil Collins,youtube.com/watch?v=_QLsr_jR5gs&list=PLZEl0b5BNrnEP8LzV9qfVZ2PPh4AzmErj&index=18,JSCH,energizing
18,Mama (2007 Remaster),Genesis,youtube.com/watch?v=qzraeaFx-ag&list=PLZEl0b5BNrnEP8LzV9qfVZ2PPh4AzmErj&index=19,JSCH,energizing
19,Mama,Genesis,youtube.com/watch?v=KupJXWz-fz0&list=PLZEl0b5BNrnEP8LzV9qfVZ2PPh4AzmErj&index=20,JSCH,energizing
20,Turn It on Again,Genesis,youtube.com/watch?v=0PeZ8twBcSI&list=PLZEl0b5BNrnEP8LzV9qfVZ2PPh4AzmErj&index=21,JSCH,energizing
21,Bad To The Bone,George Thorogood & The Destroyers,youtube.com/watch?v=8KciRaANKmo&list=PLZEl0b5BNrnEP8LzV9qfVZ2PPh4AzmErj&index=22,JSCH,energizing
22,Werewolves of London (Alternate Version),Warren Zevon on MV,youtube.com/watch?v=b60pbCWDMjk&list=PLZEl0b5BNrnEP8LzV9qfVZ2PPh4AzmErj&index=23,JSCH,energizing
0,Dirty Diana (2012 Remaster),Michael Jackson,youtube.com/watch?v=1R4pJc6vNn8&list=PLZEl0b5BNrnHzOt2Y-4kyv0nv_3fY4Eji&index=1,DFAI,energizing
1,The Way You Make Me Feel (2012 Remaster),Michael Jackson,youtube.com/watch?v=uzbnrfd9vLQ&list=PLZEl0b5BNrnHzOt2Y-4kyv0nv_3fY4Eji&index=2,DFAI,energizing
2,Black or White,Michael Jackson,youtube.com/watch?v=oBFSc75QNxo&list=PLZEl0b5BNrnHzOt2Y-4kyv0nv_3fY4Eji&index=3,DFAI,energizing
3,I Don't Wanna Go On With You Like That,Elton John,youtube.com/watch?v=I2aQfcJRbGk&list=PLZEl0b5BNrnHzOt2Y-4kyv0nv_3fY4Eji&index=4,DFAI,energizing
4,I'm Still Standing,Elton John,youtube.com/watch?v=Ye9hGotPPVk&list=PLZEl0b5BNrnHzOt2Y-4kyv0nv_3fY4Eji&index=5,DFAI,energizing
5,Never Too Late,Elton John,youtube.com/watch?v=bfbr-9xZbEs&list=PLZEl0b5BNrnHzOt2Y-4kyv0nv_3fY4Eji&index=6,DFAI,energizing
6,Bad At Love,Halsey,youtube.com/watch?v=zduINsfEj_8&list=PLZEl0b5BNrnHzOt2Y-4kyv0nv_3fY4Eji&index=7,DFAI,energizing
7,Nevermind,Dennis Lloyd,youtube.com/watch?v=iZ_SwfLlpHo&list=PLZEl0b5BNrnHzOt2Y-4kyv0nv_3fY4Eji&index=8,DFAI,energizing
8,Soul Bossa Nova,The Swingle Singers,youtube.com/watch?v=WGiH5DN60dE&list=PLZEl0b5BNrnHzOt2Y-4kyv0nv_3fY4Eji&index=9,DFAI,energizing
9,Mad World,Tears For Fears,youtube.com/watch?v=QOTB9Qx_1ZE&list=PLZEl0b5BNrnHzOt2Y-4kyv0nv_3fY4Eji&index=10,DFAI,energizing
10,"Cherry, Cherry",Neil Diamond,youtube.com/watch?v=egZPeAyIOd4&list=PLZEl0b5BNrnHzOt2Y-4kyv0nv_3fY4Eji&index=11,DFAI,energizing
11,No Such Thing,John Mayer,youtube.com/watch?v=0LWAGLMBB2M&list=PLZEl0b5BNrnHzOt2Y-4kyv0nv_3fY4Eji&index=12,DFAI,energizing
12,Don't Stop 'Til You Get Enough,Michael Jackson,youtube.com/watch?v=DkjwyAk2GRw&list=PLZEl0b5BNrnHzOt2Y-4kyv0nv_3fY4Eji&index=13,DFAI,energizing
13,Feel It Still,Portugal. The Man,youtube.com/watch?v=OPKTk5vUtDY&list=PLZEl0b5BNrnHzOt2Y-4kyv0nv_3fY4Eji&index=14,DFAI,energizing
14,Feel It Still,Pentatonix,youtube.com/watch?v=ps-50Xypwxs&list=PLZEl0b5BNrnHzOt2Y-4kyv0nv_3fY4Eji&index=15,DFAI,energizing
15,Starboy,The Weeknd,youtube.com/watch?v=plnfIj7dkJE&list=PLZEl0b5BNrnHzOt2Y-4kyv0nv_3fY4Eji&index=16,DFAI,energizing
16,Earned It (Fifty Shades Of Grey),The Weeknd,youtube.com/watch?v=mOVzFsIRfyI&list=PLZEl0b5BNrnHzOt2Y-4kyv0nv_3fY4Eji&index=17,DFAI,energizing
17,Over And Over,Nelly,youtube.com/watch?v=hbD03jJyQQE&list=PLZEl0b5BNrnHzOt2Y-4kyv0nv_3fY4Eji&index=18,DFAI,energizing
18,Rock with You,Michael Jackson,youtube.com/watch?v=OvzJZTkWYoY&list=PLZEl0b5BNrnHzOt2Y-4kyv0nv_3fY4Eji&index=19,DFAI,energizing
19,I Heard It Through The Grapevine,Marvin Gaye,youtube.com/watch?v=kAPj9oP4q_w&list=PLZEl0b5BNrnHzOt2Y-4kyv0nv_3fY4Eji&index=20,DFAI,energizing
20,The Mary Ellen Carter,Stan Rogers,youtube.com/watch?v=rGRP3jxwD_A&list=PLZEl0b5BNrnHzOt2Y-4kyv0nv_3fY4Eji&index=21,DFAI,energizing
21,Call It What You Want,FosterThePeople,youtube.com/watch?v=amjuGwGyPUg&list=PLZEl0b5BNrnHzOt2Y-4kyv0nv_3fY4Eji&index=22,DFAI,energizing
22,Galileo,The Indigo Girls,youtube.com/watch?v=aOhqEHYlIrU&list=PLZEl0b5BNrnHzOt2Y-4kyv0nv_3fY4Eji&index=23,DFAI,energizing
23,I'll Fly Away,Gillian Welch,youtube.com/watch?v=lFamN-oXRMQ&list=PLZEl0b5BNrnHzOt2Y-4kyv0nv_3fY4Eji&index=24,DFAI,energizing
24,I've Been Everywhere,Johnny Cash,youtube.com/watch?v=mNj6spCtUE0&list=PLZEl0b5BNrnHzOt2Y-4kyv0nv_3fY4Eji&index=25,DFAI,energizing
25,"Jelly Roll ""Train Tracks"" feat. Struggle (Sobriety Sucks)",Jelly Roll,youtube.com/watch?v=C07jqOT-G2o&list=PLZEl0b5BNrnHzOt2Y-4kyv0nv_3fY4Eji&index=26,DFAI,energizing
26,Canadian Railroad Trilogy,Gordon Lightfoot,youtube.com/watch?v=PXzauTuRG78&list=PLZEl0b5BNrnHzOt2Y-4kyv0nv_3fY4Eji&index=27,DFAI,energizing
27,Gentle On My Mind,Glen Campbell,youtube.com/watch?v=vEs2YtN4Ay0&list=PLZEl0b5BNrnHzOt2Y-4kyv0nv_3fY4Eji&index=28,DFAI,energizing
28,The City of New Orleans,Arlo Guthrie,youtube.com/watch?v=qSeqrkRT1t0&list=PLZEl0b5BNrnHzOt2Y-4kyv0nv_3fY4Eji&index=29,DFAI,energizing
29,Early Morning Rain,Gordon Lightfoot,youtube.com/watch?v=B34qwRrkSvQ&list=PLZEl0b5BNrnHzOt2Y-4kyv0nv_3fY4Eji&index=30,DFAI,energizing
30,Steel Rail Blues,Gordon Lightfoot,youtube.com/watch?v=0NTNjyd6dpg&list=PLZEl0b5BNrnHzOt2Y-4kyv0nv_3fY4Eji&index=31,DFAI,energizing
31,Spirit In The Sky,Norman Greenbaum,youtube.com/watch?v=xi_3GtQN2IA&list=PLZEl0b5BNrnHzOt2Y-4kyv0nv_3fY4Eji&index=32,DFAI,energizing
32,The Nancy,Stan Rogers,youtube.com/watch?v=DD6bUo64AbY&list=PLZEl0b5BNrnHzOt2Y-4kyv0nv_3fY4Eji&index=33,DFAI,energizing
33,Pentatonix - Daft Punk,Pentatonix,youtube.com/watch?v=3MteSlpxCpo&list=PLZEl0b5BNrnHzOt2Y-4kyv0nv_3fY4Eji&index=34,DFAI,energizing
34,Boogie Woogie Bugle Boy,Pentatonix,youtube.com/watch?v=X5O9w8Vj2Ag&list=PLZEl0b5BNrnHzOt2Y-4kyv0nv_3fY4Eji&index=35,DFAI,energizing
35,For The Foxes - Running Back To You (Lyric Video),Hopeless Records,youtube.com/watch?v=cIVIKdqxXp8&list=PLZEl0b5BNrnHzOt2Y-4kyv0nv_3fY4Eji&index=36,DFAI,energizing
36,Grazing In The Grass,Hugh Ramapolo Masekela Live and Direct,youtube.com/watch?v=-9eRlGgvnyA&list=PLZEl0b5BNrnHzOt2Y-4kyv0nv_3fY4Eji&index=37,DFAI,energizing
37,Grazing In the Grass,The Friends of Distinction,youtube.com/watch?v=tKQ47h6S6p4&list=PLZEl0b5BNrnHzOt2Y-4kyv0nv_3fY4Eji&index=38,DFAI,energizing
38,Get Happy/Happy Days Are Here Again,Barbra Streisand,youtube.com/watch?v=zoIh4ySz2ws&list=PLZEl0b5BNrnHzOt2Y-4kyv0nv_3fY4Eji&index=39,DFAI,energizing
39,Rise Up,Andra Day,youtube.com/watch?v=ZMpXtI6Nhsk&list=PLZEl0b5BNrnHzOt2Y-4kyv0nv_3fY4Eji&index=40,DFAI,energizing
40,Numb,Linkin Park,youtube.com/watch?v=Q7cQU86CDB0&list=PLZEl0b5BNrnHzOt2Y-4kyv0nv_3fY4Eji&index=41,DFAI,energizing
41,Shotgun Down The Avalanche,ShawnColvinVideos,youtube.com/watch?v=FzNCKG-hiMg&list=PLZEl0b5BNrnHzOt2Y-4kyv0nv_3fY4Eji&index=42,DFAI,energizing
42,Voices Carry,'Til Tuesday,youtube.com/watch?v=zUKXhRikfPw&list=PLZEl0b5BNrnHzOt2Y-4kyv0nv_3fY4Eji&index=43,DFAI,energizing
43,Sultans of Swing,Dire Straits,youtube.com/watch?v=xZatdZ_bqOc&list=PLZEl0b5BNrnHzOt2Y-4kyv0nv_3fY4Eji&index=44,DFAI,energizing
44,A Broken Wing,Martina McBride,youtube.com/watch?v=mOZj9ffiths&list=PLZEl0b5BNrnHzOt2Y-4kyv0nv_3fY4Eji&index=45,DFAI,energizing
0,Copperline,James Taylor,youtube.com/watch?v=yDZKBsB9dmw&list=PLZEl0b5BNrnE51RbEEUXGYGlnzb1N09FR&index=1,DFAI,relaxing
1,Nevermind,Dennis Lloyd,youtube.com/watch?v=iZ_SwfLlpHo&list=PLZEl0b5BNrnE51RbEEUXGYGlnzb1N09FR&index=2,DFAI,relaxing
2,Running Up That Hill (A Deal With God),KateBushMusic,youtube.com/watch?v=8rIjsa85UVk&list=PLZEl0b5BNrnE51RbEEUXGYGlnzb1N09FR&index=3,DFAI,relaxing
3,Thanks For The Memory,Bob Hope,youtube.com/watch?v=nNpmaYMpXwY&list=PLZEl0b5BNrnE51RbEEUXGYGlnzb1N09FR&index=4,DFAI,relaxing
4,Ode To Billie Joe,Bobbie Gentry,youtube.com/watch?v=cJZ_ViDADOE&list=PLZEl0b5BNrnE51RbEEUXGYGlnzb1N09FR&index=5,DFAI,relaxing
5,The Boxer,Simon & Garfunkel,youtube.com/watch?v=OJKVGADHqlM&list=PLZEl0b5BNrnE51RbEEUXGYGlnzb1N09FR&index=6,DFAI,relaxing
6,I Am a Rock,Simon & Garfunkel,youtube.com/watch?v=O4psVQHsUq8&list=PLZEl0b5BNrnE51RbEEUXGYGlnzb1N09FR&index=7,DFAI,relaxing
7,My Girl,The Temptations,youtube.com/watch?v=C7ht_xsRkAY&list=PLZEl0b5BNrnE51RbEEUXGYGlnzb1N09FR&index=8,DFAI,relaxing
8,Cruisin',Smokey Robinson,youtube.com/watch?v=n7DEYXTD12U&list=PLZEl0b5BNrnE51RbEEUXGYGlnzb1N09FR&index=9,DFAI,relaxing
9,Never Can Say Goodbye,The Jacksons,youtube.com/watch?v=en34tJYd5A8&list=PLZEl0b5BNrnE51RbEEUXGYGlnzb1N09FR&index=10,DFAI,relaxing
10,You Are Not Alone,Michael Jackson,youtube.com/watch?v=02dMNQxwy48&list=PLZEl0b5BNrnE51RbEEUXGYGlnzb1N09FR&index=11,DFAI,relaxing
11,Stranger in Moscow,Michael Jackson,youtube.com/watch?v=afi78zv0QHk&list=PLZEl0b5BNrnE51RbEEUXGYGlnzb1N09FR&index=12,DFAI,relaxing
12,Gone Too Soon,Michael Jackson,youtube.com/watch?v=MId7TrChkHA&list=PLZEl0b5BNrnE51RbEEUXGYGlnzb1N09FR&index=13,DFAI,relaxing
13,Levon,Elton John,youtube.com/watch?v=SEgEmTgAEUk&list=PLZEl0b5BNrnE51RbEEUXGYGlnzb1N09FR&index=14,DFAI,relaxing
14,Your Song,Elton John,youtube.com/watch?v=FT3D1Cu6g10&list=PLZEl0b5BNrnE51RbEEUXGYGlnzb1N09FR&index=15,DFAI,relaxing
15,That's What Friends Are For,Elton John,youtube.com/watch?v=VWu1byBP0Dc&list=PLZEl0b5BNrnE51RbEEUXGYGlnzb1N09FR&index=16,DFAI,relaxing
16,Her Town Too,James Taylor,youtube.com/watch?v=aj4ul0x-giA&list=PLZEl0b5BNrnE51RbEEUXGYGlnzb1N09FR&index=17,DFAI,relaxing
17,Fire and Rain,James Taylor,youtube.com/watch?v=N8u8tASPtwg&list=PLZEl0b5BNrnE51RbEEUXGYGlnzb1N09FR&index=18,DFAI,relaxing
18,My Father,Judy Collins,youtube.com/watch?v=FFuLxDTpBOY&list=PLZEl0b5BNrnE51RbEEUXGYGlnzb1N09FR&index=19,DFAI,relaxing
19,Send in the Clowns,Judy Collins,youtube.com/watch?v=w12GjNkTU6Q&list=PLZEl0b5BNrnE51RbEEUXGYGlnzb1N09FR&index=20,DFAI,relaxing
20,Send in the Clowns,Barbra Streisand,youtube.com/watch?v=7Yu3SUlEhWA&list=PLZEl0b5BNrnE51RbEEUXGYGlnzb1N09FR&index=21,DFAI,relaxing
21,Somewhere,Barbra Streisand,youtube.com/watch?v=TYa4z3SJbCM&list=PLZEl0b5BNrnE51RbEEUXGYGlnzb1N09FR&index=22,DFAI,relaxing
22,People,Barbra Streisand,youtube.com/watch?v=g1B-a1M7U58&list=PLZEl0b5BNrnE51RbEEUXGYGlnzb1N09FR&index=23,DFAI,relaxing
23,Real Love,The Doobie Brothers,youtube.com/watch?v=WwxAKJX9jdw&list=PLZEl0b5BNrnE51RbEEUXGYGlnzb1N09FR&index=24,DFAI,relaxing
24,It Keeps You Runnin' (2009 Remaster),The Doobie Brothers,youtube.com/watch?v=MvXfzewXzVI&list=PLZEl0b5BNrnE51RbEEUXGYGlnzb1N09FR&index=25,DFAI,relaxing
25,You Belong to Me (2009 Remaster),The Doobie Brothers,youtube.com/watch?v=XOzNNq5G81I&list=PLZEl0b5BNrnE51RbEEUXGYGlnzb1N09FR&index=26,DFAI,relaxing
26,Woodstock,Joni Mitchell,youtube.com/watch?v=CEBmKi2xmoU&list=PLZEl0b5BNrnE51RbEEUXGYGlnzb1N09FR&index=27,DFAI,relaxing
27,For Free,Joni Mitchell,youtube.com/watch?v=G1-HVBD3OMs&list=PLZEl0b5BNrnE51RbEEUXGYGlnzb1N09FR&index=28,DFAI,relaxing
28,Have A Little Faith In Me,John Hiatt,youtube.com/watch?v=BMV0Sk37kh8&list=PLZEl0b5BNrnE51RbEEUXGYGlnzb1N09FR&index=29,DFAI,relaxing
29,"Send In The Clowns (Live At The Spectrum, Philadelphia, Pennsylvania / October 7, 1974)",Frank Sinatra,youtube.com/watch?v=Q5oLRtIstwQ&list=PLZEl0b5BNrnE51RbEEUXGYGlnzb1N09FR&index=30,DFAI,relaxing
30,Holding Back the Years (2008 Remaster),Simply Red,youtube.com/watch?v=0HB0giSCuFA&list=PLZEl0b5BNrnE51RbEEUXGYGlnzb1N09FR&index=31,DFAI,relaxing
31,Waiting On the World to Change,John Mayer,youtube.com/watch?v=pquX7Ya4-wE&list=PLZEl0b5BNrnE51RbEEUXGYGlnzb1N09FR&index=32,DFAI,relaxing
32,Feed The Fire,Dawes,youtube.com/watch?v=DEZy7cVeE7c&list=PLZEl0b5BNrnE51RbEEUXGYGlnzb1N09FR&index=33,DFAI,relaxing
33,"Circus Maximus ""Wind""",sbritt,youtube.com/watch?v=4r8zZkm1vyc&list=PLZEl0b5BNrnE51RbEEUXGYGlnzb1N09FR&index=34,DFAI,relaxing
34,Richard Cory,Simon & Garfunkel,youtube.com/watch?v=dgMZNJ8VD80&list=PLZEl0b5BNrnE51RbEEUXGYGlnzb1N09FR&index=35,DFAI,relaxing
35,A Most Peculiar Man,Simon & Garfunkel,youtube.com/watch?v=YhT97UIOaUs&list=PLZEl0b5BNrnE51RbEEUXGYGlnzb1N09FR&index=36,DFAI,relaxing
36,[1883] Lakmé [Flower Duet],Léo Délibes,youtube.com/watch?v=GsC_A04Hh2Y&list=PLZEl0b5BNrnE51RbEEUXGYGlnzb1N09FR&index=37,DFAI,relaxing
37,"Handel: Serse, HWV 40 / Act 1 - ""Ombra mai fu""",Cecilia Bartoli,youtube.com/watch?v=y0kAgh8iup0&list=PLZEl0b5BNrnE51RbEEUXGYGlnzb1N09FR&index=38,DFAI,relaxing
38,I'm Not Afraid To Die,Gillian Welch,youtube.com/watch?v=LATJglJUyZ4&list=PLZEl0b5BNrnE51RbEEUXGYGlnzb1N09FR&index=39,DFAI,relaxing
39,Sunflower (Spider-Man: Into the Spider-Verse),Post Malone,youtube.com/watch?v=z9VMaLxg9Ok&list=PLZEl0b5BNrnE51RbEEUXGYGlnzb1N09FR&index=40,DFAI,relaxing
40,The Wreck of the Edmund Fitzgerald,Gordon Lightfoot,youtube.com/watch?v=PH0K6ojmGZA&list=PLZEl0b5BNrnE51RbEEUXGYGlnzb1N09FR&index=41,DFAI,relaxing
