,title,artist,url,participant,playlist_type
56,Just You 'N' Me (2002 Remaster),Chicago Band,youtube.com/watch?v=xWCBF8gZ9k0&list=PLZEl0b5BNrnFqqJ1TY_9SxEHkG7JohPIM&index=57,AEHR,relaxing
57,Happy Man,Chicago Band,youtube.com/watch?v=UHfw0dV5BII&list=PLZEl0b5BNrnFqqJ1TY_9SxEHkG7JohPIM&index=58,AEHR,relaxing
58,Overture,TheWho,youtube.com/watch?v=MPUDqqINVXE&list=PLZEl0b5BNrnFqqJ1TY_9SxEHkG7JohPIM&index=59,AEHR,relaxing
59,Englishman In New York,Sting,youtube.com/watch?v=TuZWvlFeiA8&list=PLZEl0b5BNrnFqqJ1TY_9SxEHkG7JohPIM&index=60,AEHR,relaxing
60,Walk On the Wild Side,Lou Reed,youtube.com/watch?v=Qu6F-mMAQhk&list=PLZEl0b5BNrnFqqJ1TY_9SxEHkG7JohPIM&index=61,AEHR,relaxing
61,Strawberry Fields Forever (Stereo Mix 2015),The Beatles,youtube.com/watch?v=wwrTkhD_zm8&list=PLZEl0b5BNrnFqqJ1TY_9SxEHkG7JohPIM&index=62,AEHR,relaxing
62,Never Going Back Again (2002 Remaster),Fleetwood Mac,youtube.com/watch?v=UHJiPVPXEAw&list=PLZEl0b5BNrnFqqJ1TY_9SxEHkG7JohPIM&index=63,AEHR,relaxing
63,It Had to Be You (Big Band and Vocals),"Harry Connick, Jr.",youtube.com/watch?v=-bP8iKGzyRE&list=PLZEl0b5BNrnFqqJ1TY_9SxEHkG7JohPIM&index=64,AEHR,relaxing
64,It Had to Be You (Trio Instrumental),"Harry Connick, Jr.",youtube.com/watch?v=KNCa7WAa6hE&list=PLZEl0b5BNrnFqqJ1TY_9SxEHkG7JohPIM&index=65,AEHR,relaxing
65,You Send Me,Steve Miller Band,youtube.com/watch?v=otagqY4kvz0&list=PLZEl0b5BNrnFqqJ1TY_9SxEHkG7JohPIM&index=66,AEHR,relaxing
66,"Dance, Dance, Dance",Steve Miller Band,youtube.com/watch?v=94W4WeE0cUg&list=PLZEl0b5BNrnFqqJ1TY_9SxEHkG7JohPIM&index=67,AEHR,relaxing
67,Mercury Blues,Steve Miller Band,youtube.com/watch?v=A9e7R_k5Gn4&list=PLZEl0b5BNrnFqqJ1TY_9SxEHkG7JohPIM&index=68,AEHR,relaxing
68,"Free Fallin' (Live at the Nokia Theatre, Los Angeles, CA - December 2007)",John Mayer,youtube.com/watch?v=sKzoEwQaF7Y&list=PLZEl0b5BNrnFqqJ1TY_9SxEHkG7JohPIM&index=69,AEHR,relaxing
69,Wonder Lake,Tim Heintz,youtube.com/watch?v=rmc-CvtoEhw&list=PLZEl0b5BNrnFqqJ1TY_9SxEHkG7JohPIM&index=70,AEHR,relaxing
70,Northern Lights,David Goldblatt,youtube.com/watch?v=N7-iqVKFKLM&list=PLZEl0b5BNrnFqqJ1TY_9SxEHkG7JohPIM&index=71,AEHR,relaxing
71,Down Under,Men At Work,youtube.com/watch?v=hfmxO-HQ5rU&list=PLZEl0b5BNrnFqqJ1TY_9SxEHkG7JohPIM&index=72,AEHR,relaxing
72,Don't Worry Be Happy,The Real Bobby McFerrin,youtube.com/watch?v=AFDOSq6Wxa0&list=PLZEl0b5BNrnFqqJ1TY_9SxEHkG7JohPIM&index=73,AEHR,relaxing
73,Thinkin' About Your Body (Live),The Real Bobby McFerrin,youtube.com/watch?v=g4XdLiVqXfw&list=PLZEl0b5BNrnFqqJ1TY_9SxEHkG7JohPIM&index=74,AEHR,relaxing
74,The Siamese Cat Song,The Real Bobby McFerrin,youtube.com/watch?v=Q8E-GkVoDyw&list=PLZEl0b5BNrnFqqJ1TY_9SxEHkG7JohPIM&index=75,AEHR,relaxing
75,"Yes, You",The Real Bobby McFerrin,youtube.com/watch?v=JITH0ERpp5Q&list=PLZEl0b5BNrnFqqJ1TY_9SxEHkG7JohPIM&index=76,AEHR,relaxing
76,Behind Blue Eyes,TheWho,youtube.com/watch?v=wOGWrbIYPqY&list=PLZEl0b5BNrnFqqJ1TY_9SxEHkG7JohPIM&index=77,AEHR,relaxing
77,"""The Girl from Ipanema""  Astrud Gilberto, João Gilberto and Stan Getz",catman916,youtube.com/watch?v=c5QfXjsoNe4&list=PLZEl0b5BNrnFqqJ1TY_9SxEHkG7JohPIM&index=78,AEHR,relaxing
78,Jeff Buckley - Hallelujah (Official Video),Jeff Buckley Music,youtube.com/watch?v=y8AWFf7EAc4&list=PLZEl0b5BNrnFqqJ1TY_9SxEHkG7JohPIM&index=79,AEHR,relaxing
79,Whole Lotta Love,Ike & Tina Turner,youtube.com/watch?v=XTEuAi-4os0&list=PLZEl0b5BNrnFqqJ1TY_9SxEHkG7JohPIM&index=80,AEHR,relaxing
80,Come On-a My House,Rosemary Clooney,youtube.com/watch?v=VhBuLEkbi14&list=PLZEl0b5BNrnFqqJ1TY_9SxEHkG7JohPIM&index=81,AEHR,relaxing
81,Ave Maria,Ансамбль имени А.В.Александрова / Red Army Choir,youtube.com/watch?v=mKPtDlnzp2s&list=PLZEl0b5BNrnFqqJ1TY_9SxEHkG7JohPIM&index=82,AEHR,relaxing
82,Stand By Me OST - The Book Of Love + Lyrics,iTube2b2,youtube.com/watch?v=6FuBakOWZKM&list=PLZEl0b5BNrnFqqJ1TY_9SxEHkG7JohPIM&index=83,AEHR,relaxing
83,Fire and Rain,James Taylor,youtube.com/watch?v=N8u8tASPtwg&list=PLZEl0b5BNrnFqqJ1TY_9SxEHkG7JohPIM&index=84,AEHR,relaxing
84,Up On Cripple Creek,The Band,youtube.com/watch?v=zFFGkDmjRlo&list=PLZEl0b5BNrnFqqJ1TY_9SxEHkG7JohPIM&index=85,AEHR,relaxing
85,"Rocket Man (I Think It's Going To Be A Long, Long Time)",Elton John,youtube.com/watch?v=BdEe5SpdIuo&list=PLZEl0b5BNrnFqqJ1TY_9SxEHkG7JohPIM&index=86,AEHR,relaxing
86,Werewolves of London,Warren Zevon on MV,youtube.com/watch?v=lh0w01S7Jnk&list=PLZEl0b5BNrnFqqJ1TY_9SxEHkG7JohPIM&index=87,AEHR,relaxing
87,Black Water,The Doobie Brothers,youtube.com/watch?v=RsP3rFJJk1Y&list=PLZEl0b5BNrnFqqJ1TY_9SxEHkG7JohPIM&index=88,AEHR,relaxing
88,Old Man (2009 Remaster),neilyoungchannel,youtube.com/watch?v=rAtDrFdomN4&list=PLZEl0b5BNrnFqqJ1TY_9SxEHkG7JohPIM&index=89,AEHR,relaxing
89,Feel like Makin' Love (2015 Remaster),Bad Company,youtube.com/watch?v=eHhI7fZ6aIk&list=PLZEl0b5BNrnFqqJ1TY_9SxEHkG7JohPIM&index=90,AEHR,relaxing
90,While My Guitar Gently Weeps (Remastered 2009),The Beatles,youtube.com/watch?v=bI8P6ZSHSvE&list=PLZEl0b5BNrnFqqJ1TY_9SxEHkG7JohPIM&index=91,AEHR,relaxing
91,A Horse with No Name,America,youtube.com/watch?v=mSZXWdKSQNM&list=PLZEl0b5BNrnFqqJ1TY_9SxEHkG7JohPIM&index=92,AEHR,relaxing
92,Take Me Home (2016 Remastered),Phil Collins,youtube.com/watch?v=YO1l2itfSs4&list=PLZEl0b5BNrnFqqJ1TY_9SxEHkG7JohPIM&index=93,AEHR,relaxing
93,Don't You (Forget About Me),Simple Minds,youtube.com/watch?v=Ly61QG9yWOc&list=PLZEl0b5BNrnFqqJ1TY_9SxEHkG7JohPIM&index=94,AEHR,relaxing
94,Sweet Dreams (Are Made of This),Eurythmics,youtube.com/watch?v=i5_asj1BGFs&list=PLZEl0b5BNrnFqqJ1TY_9SxEHkG7JohPIM&index=95,AEHR,relaxing
95,Don't You Worry 'Bout A Thing,Stevie Wonder,youtube.com/watch?v=RxsBc5p-dPU&list=PLZEl0b5BNrnFqqJ1TY_9SxEHkG7JohPIM&index=96,AEHR,relaxing
96,Englishman In New York,Sting,youtube.com/watch?v=hgGlDovNMog&list=PLZEl0b5BNrnFqqJ1TY_9SxEHkG7JohPIM&index=97,AEHR,relaxing
97,If You Love Somebody Set Them Free,Sting,youtube.com/watch?v=d8ZLqnfvoYQ&list=PLZEl0b5BNrnFqqJ1TY_9SxEHkG7JohPIM&index=98,AEHR,relaxing
98,Get It While You Can,Janis Joplin,youtube.com/watch?v=lXBn6H2KIZc&list=PLZEl0b5BNrnFqqJ1TY_9SxEHkG7JohPIM&index=99,AEHR,relaxing
99,Solace (The Sting/Soundtrack Version (Orchestra Version)),Marvin Hamlisch,youtube.com/watch?v=Pod_Rwrx_q0&list=PLZEl0b5BNrnFqqJ1TY_9SxEHkG7JohPIM&index=100,AEHR,relaxing
0,Take Five,Dave Brubeck,youtube.com/watch?v=ryA6eHZNnXY&list=PLZEl0b5BNrnHJEDTjJV4OPIBSygsf2dpq&index=1,AEHR,energizing
1,Money,Pink Floyd,youtube.com/watch?v=rwPM01cbQBc&list=PLZEl0b5BNrnHJEDTjJV4OPIBSygsf2dpq&index=2,AEHR,energizing
2,I Wish,Stevie Wonder,youtube.com/watch?v=c7IYSAUj78g&list=PLZEl0b5BNrnHJEDTjJV4OPIBSygsf2dpq&index=3,AEHR,energizing
3,[I Can't Get No] Satisfaction,The Rolling Stones,youtube.com/watch?v=eUpb-ALfUzc&list=PLZEl0b5BNrnHJEDTjJV4OPIBSygsf2dpq&index=4,AEHR,energizing
4,Jumpin' Jack Flash (Mono Version),The Rolling Stones,youtube.com/watch?v=3I77s5NuC40&list=PLZEl0b5BNrnHJEDTjJV4OPIBSygsf2dpq&index=5,AEHR,energizing
5,Sympathy For The Devil (50th Anniversary Edition),The Rolling Stones,youtube.com/watch?v=uWepTCBBnLo&list=PLZEl0b5BNrnHJEDTjJV4OPIBSygsf2dpq&index=6,AEHR,energizing
6,Message In A Bottle,The Police,youtube.com/watch?v=fWB7-lFBshc&list=PLZEl0b5BNrnHJEDTjJV4OPIBSygsf2dpq&index=7,AEHR,energizing
7,Roxanne,The Police,youtube.com/watch?v=xB_BXsz3lTs&list=PLZEl0b5BNrnHJEDTjJV4OPIBSygsf2dpq&index=8,AEHR,energizing
8,Every Little Thing She Does Is Magic,The Police,youtube.com/watch?v=1s2XyXvcWCg&list=PLZEl0b5BNrnHJEDTjJV4OPIBSygsf2dpq&index=9,AEHR,energizing
9,Can't You Hear Me Knocking (2009 Mix),The Rolling Stones,youtube.com/watch?v=Gz5mI6tqm_Q&list=PLZEl0b5BNrnHJEDTjJV4OPIBSygsf2dpq&index=10,AEHR,energizing
10,I Got a Woman,Ray Charles,youtube.com/watch?v=xaLECBXK0-4&list=PLZEl0b5BNrnHJEDTjJV4OPIBSygsf2dpq&index=11,AEHR,energizing
11,Superstition,Stevie Wonder,youtube.com/watch?v=egqv1mtos6A&list=PLZEl0b5BNrnHJEDTjJV4OPIBSygsf2dpq&index=12,AEHR,energizing
12,For Once In My Life,Stevie Wonder,youtube.com/watch?v=l3qi3E40aWE&list=PLZEl0b5BNrnHJEDTjJV4OPIBSygsf2dpq&index=13,AEHR,energizing
13,Oye Como Va,Santana,youtube.com/watch?v=U3XPzwjhSZw&list=PLZEl0b5BNrnHJEDTjJV4OPIBSygsf2dpq&index=14,AEHR,energizing
14,Barracuda,thebandheart,youtube.com/watch?v=p6v6wWmEYvY&list=PLZEl0b5BNrnHJEDTjJV4OPIBSygsf2dpq&index=15,AEHR,energizing
15,Supertramp - Bloody Well Right | Cruella OST,Original Soundtrack,youtube.com/watch?v=i5aa1jfdoV8&list=PLZEl0b5BNrnHJEDTjJV4OPIBSygsf2dpq&index=16,AEHR,energizing
16,Blondie - One Way Or Another | Cruella OST,Original Soundtrack,youtube.com/watch?v=LaPWpwlu7Zc&list=PLZEl0b5BNrnHJEDTjJV4OPIBSygsf2dpq&index=17,AEHR,energizing
17,When Doves Cry,Prince,youtube.com/watch?v=q-WMXTCvYeo&list=PLZEl0b5BNrnHJEDTjJV4OPIBSygsf2dpq&index=18,AEHR,energizing
18,George Gershwin - Rhapsody in Blue,Fledermaus1990,youtube.com/watch?v=eFHdRkeEnpM&list=PLZEl0b5BNrnHJEDTjJV4OPIBSygsf2dpq&index=19,AEHR,energizing
19,Mary Had a Little Lamb,Stevie Ray Vaughan,youtube.com/watch?v=7VE9I8su8Oo&list=PLZEl0b5BNrnHJEDTjJV4OPIBSygsf2dpq&index=20,AEHR,energizing
20,Stevie Ray Vaughan - Voodoo Child (Slight Return) (from Live at the El Mocambo),Stevie Ray Vaughan,youtube.com/watch?v=JoB_YBXXEOU&list=PLZEl0b5BNrnHJEDTjJV4OPIBSygsf2dpq&index=21,AEHR,energizing
21,"Stevie Ray Vaughan & Double Trouble - Cold Shot (Live From Austin, TX)",Stevie Ray Vaughan,youtube.com/watch?v=-CixtG_bF28&list=PLZEl0b5BNrnHJEDTjJV4OPIBSygsf2dpq&index=22,AEHR,energizing
22,Devo - (I Can't Get No) Satisfaction,TotalDevo1990,youtube.com/watch?v=Uxa3bIpmRFU&list=PLZEl0b5BNrnHJEDTjJV4OPIBSygsf2dpq&index=23,AEHR,energizing
23,Psycho Killer,Talking Heads,youtube.com/watch?v=NyaOYfpq9Fc&list=PLZEl0b5BNrnHJEDTjJV4OPIBSygsf2dpq&index=24,AEHR,energizing
24,"Under the Sea (From ""The Little Mermaid"" / Soundtrack Version)",Samuel E. Wright,youtube.com/watch?v=ChNJ_FMtSnk&list=PLZEl0b5BNrnHJEDTjJV4OPIBSygsf2dpq&index=25,AEHR,energizing
25,Whammer Jammer (Live),The J. Geils Band,youtube.com/watch?v=Nv3fj06Ot90&list=PLZEl0b5BNrnHJEDTjJV4OPIBSygsf2dpq&index=26,AEHR,energizing
26,I Wan'na Be Like You (The Monkey Song),Louis Prima,youtube.com/watch?v=pUnaCAOUWKU&list=PLZEl0b5BNrnHJEDTjJV4OPIBSygsf2dpq&index=27,AEHR,energizing
27,[21] Zip A Dee Doo Dah (movie ver.)  OST,rumba38,youtube.com/watch?v=1lniPr6ZTn0&list=PLZEl0b5BNrnHJEDTjJV4OPIBSygsf2dpq&index=28,AEHR,energizing
28,Flight of the Bumblebee - Canadian Brass,Canadian Brass,youtube.com/watch?v=xZO5KTJTwhE&list=PLZEl0b5BNrnHJEDTjJV4OPIBSygsf2dpq&index=29,AEHR,energizing
29,Boom Boom,John Lee Hooker,youtube.com/watch?v=Nh1GLzZ25Fk&list=PLZEl0b5BNrnHJEDTjJV4OPIBSygsf2dpq&index=30,AEHR,energizing
30,Jessica,Allman Brothers Band,youtube.com/watch?v=vTOozRAJ8dU&list=PLZEl0b5BNrnHJEDTjJV4OPIBSygsf2dpq&index=31,AEHR,energizing
31,I Wanna Be Like You,Big Bad Voodoo Daddy,youtube.com/watch?v=kdYKWyUQAoQ&list=PLZEl0b5BNrnHJEDTjJV4OPIBSygsf2dpq&index=32,AEHR,energizing
32,King Of Swing,Big Bad Voodoo Daddy,youtube.com/watch?v=R7ruixMDol4&list=PLZEl0b5BNrnHJEDTjJV4OPIBSygsf2dpq&index=33,AEHR,energizing
33,Jumpin' Jack,Big Bad Voodoo Daddy,youtube.com/watch?v=auEwji8iGYQ&list=PLZEl0b5BNrnHJEDTjJV4OPIBSygsf2dpq&index=34,AEHR,energizing
34,Low Rider,War,youtube.com/watch?v=qMkwuz0iXQg&list=PLZEl0b5BNrnHJEDTjJV4OPIBSygsf2dpq&index=35,AEHR,energizing
35,Magic Carpet Ride,Steppenwolf,youtube.com/watch?v=eGkGNCUQtWY&list=PLZEl0b5BNrnHJEDTjJV4OPIBSygsf2dpq&index=36,AEHR,energizing
36,Love Shack,The B-52s,youtube.com/watch?v=LXZFtJceQC4&list=PLZEl0b5BNrnHJEDTjJV4OPIBSygsf2dpq&index=37,AEHR,energizing
37,I Got You (I Feel Good),James Brown,youtube.com/watch?v=iSLwVaebsJg&list=PLZEl0b5BNrnHJEDTjJV4OPIBSygsf2dpq&index=38,AEHR,energizing
38,Hurricane Season,Trombone Shorty,youtube.com/watch?v=zc88ovnl2N8&list=PLZEl0b5BNrnHJEDTjJV4OPIBSygsf2dpq&index=39,AEHR,energizing
39,Fire On High,ELO,youtube.com/watch?v=J9iyqMwYtG4&list=PLZEl0b5BNrnHJEDTjJV4OPIBSygsf2dpq&index=40,AEHR,energizing
40,Think,The Blues Brothers,youtube.com/watch?v=ELVZIlv5fbE&list=PLZEl0b5BNrnHJEDTjJV4OPIBSygsf2dpq&index=41,AEHR,energizing
41,Tutti Frutti,Little Richard,youtube.com/watch?v=L32usj28t9o&list=PLZEl0b5BNrnHJEDTjJV4OPIBSygsf2dpq&index=42,AEHR,energizing
42,Johnny B. Goode,Chuck Berry,youtube.com/watch?v=uFeZ_x--aRg&list=PLZEl0b5BNrnHJEDTjJV4OPIBSygsf2dpq&index=43,AEHR,energizing
43,Wipe Out,The Surfaris,youtube.com/watch?v=dBURLdhmmZ8&list=PLZEl0b5BNrnHJEDTjJV4OPIBSygsf2dpq&index=44,AEHR,energizing
44,Jump in the Line,Harry Belafonte,youtube.com/watch?v=dgWXF32nxLs&list=PLZEl0b5BNrnHJEDTjJV4OPIBSygsf2dpq&index=45,AEHR,energizing
45,Play That Funky Music,Wild Cherry,youtube.com/watch?v=yILr8KdTPsU&list=PLZEl0b5BNrnHJEDTjJV4OPIBSygsf2dpq&index=46,AEHR,energizing
46,No Particular Place To Go,Chuck Berry,youtube.com/watch?v=Bhx96Nt5hyQ&list=PLZEl0b5BNrnHJEDTjJV4OPIBSygsf2dpq&index=47,AEHR,energizing
47,The Rubberband Man,The Spinners,youtube.com/watch?v=KSMVflSBKx8&list=PLZEl0b5BNrnHJEDTjJV4OPIBSygsf2dpq&index=48,AEHR,energizing
48,"Happy (From ""Despicable Me 2"")",Pharrell Williams,youtube.com/watch?v=dJqxQzxLbHM&list=PLZEl0b5BNrnHJEDTjJV4OPIBSygsf2dpq&index=49,AEHR,energizing
49,Psycho Killer (2005 Remaster),Talking Heads,youtube.com/watch?v=tqQGWhge5yo&list=PLZEl0b5BNrnHJEDTjJV4OPIBSygsf2dpq&index=50,AEHR,energizing
50,Once in a Lifetime (2006 Remaster),Talking Heads,youtube.com/watch?v=c5VGc75aVsk&list=PLZEl0b5BNrnHJEDTjJV4OPIBSygsf2dpq&index=51,AEHR,energizing
51,Me and Julio Down by the Schoolyard,Paul Simon,youtube.com/watch?v=1cs6U097kNQ&list=PLZEl0b5BNrnHJEDTjJV4OPIBSygsf2dpq&index=52,AEHR,energizing
52,Mais Que Nada,Sergio Mendes,youtube.com/watch?v=R7GsuqCTnQc&list=PLZEl0b5BNrnHJEDTjJV4OPIBSygsf2dpq&index=53,AEHR,energizing
53,Rock Lobster,The B-52s,youtube.com/watch?v=vz65vonktMA&list=PLZEl0b5BNrnHJEDTjJV4OPIBSygsf2dpq&index=54,AEHR,energizing
54,The Cisco Kid,War,youtube.com/watch?v=_86iwnPKzBY&list=PLZEl0b5BNrnHJEDTjJV4OPIBSygsf2dpq&index=55,AEHR,energizing
55,The Flight of the Bumble Bee,Nikolai Rimsky-Korsakov,youtube.com/watch?v=9ZsGEhTGL6g&list=PLZEl0b5BNrnHJEDTjJV4OPIBSygsf2dpq&index=56,AEHR,energizing
56,I Heard It Through The Grapevine,Marvin Gaye,youtube.com/watch?v=kAPj9oP4q_w&list=PLZEl0b5BNrnHJEDTjJV4OPIBSygsf2dpq&index=57,AEHR,energizing
57,"Zip- A- Dee-Doo-Dah (From ""Song Of The South"")",James Baskett,youtube.com/watch?v=BxzAKnH4unw&list=PLZEl0b5BNrnHJEDTjJV4OPIBSygsf2dpq&index=58,AEHR,energizing
58,Pinball Wizard,TheWho,youtube.com/watch?v=3xZzGtDW2p4&list=PLZEl0b5BNrnHJEDTjJV4OPIBSygsf2dpq&index=59,AEHR,energizing
59,Sally Simpson,TheWho,youtube.com/watch?v=lbz8M4Tpc6U&list=PLZEl0b5BNrnHJEDTjJV4OPIBSygsf2dpq&index=60,AEHR,energizing
60,Roadhouse Blues,The Doors,youtube.com/watch?v=yV9DJwJKWMw&list=PLZEl0b5BNrnHJEDTjJV4OPIBSygsf2dpq&index=61,AEHR,energizing
61,Good Lovin',The Real Bobby McFerrin,youtube.com/watch?v=EwWwjmIETvg&list=PLZEl0b5BNrnHJEDTjJV4OPIBSygsf2dpq&index=62,AEHR,energizing
62,I Feel Good (Live),The Real Bobby McFerrin,youtube.com/watch?v=EaA9_weEyCo&list=PLZEl0b5BNrnHJEDTjJV4OPIBSygsf2dpq&index=63,AEHR,energizing
63,Drive My Car,The Real Bobby McFerrin,youtube.com/watch?v=e4Vw4i7Y10w&list=PLZEl0b5BNrnHJEDTjJV4OPIBSygsf2dpq&index=64,AEHR,energizing
64,Fire,Ohio Players,youtube.com/watch?v=WuhAG-nvl8A&list=PLZEl0b5BNrnHJEDTjJV4OPIBSygsf2dpq&index=65,AEHR,energizing
65,Stand By Me OST - 08 Great Balls Of Fire + Lyrics,iTube2b2,youtube.com/watch?v=nwvcBDw2PO8&list=PLZEl0b5BNrnHJEDTjJV4OPIBSygsf2dpq&index=66,AEHR,energizing
66,Stand By Me OST - Rockin' Robin + Lyrics,iTube2b2,youtube.com/watch?v=0ztO87MeWhU&list=PLZEl0b5BNrnHJEDTjJV4OPIBSygsf2dpq&index=67,AEHR,energizing
67,Sir Duke,Stevie Wonder,youtube.com/watch?v=EnNgASBdCeo&list=PLZEl0b5BNrnHJEDTjJV4OPIBSygsf2dpq&index=68,AEHR,energizing
68,Higher Ground,Stevie Wonder,youtube.com/watch?v=1esf0efHbjM&list=PLZEl0b5BNrnHJEDTjJV4OPIBSygsf2dpq&index=69,AEHR,energizing
69,Me and Bobby McGee,Janis Joplin,youtube.com/watch?v=-ggFIeg5u1M&list=PLZEl0b5BNrnHJEDTjJV4OPIBSygsf2dpq&index=70,AEHR,energizing
70,Hooker's Hooker (The Sting/Soundtrack Version),Marvin Hamlisch,youtube.com/watch?v=8D9Lu6GamNM&list=PLZEl0b5BNrnHJEDTjJV4OPIBSygsf2dpq&index=71,AEHR,energizing
71,1. Blue Swede - Hooked on a Feeling,Joel Gustafsson,youtube.com/watch?v=NrI-UBIB8Jk&list=PLZEl0b5BNrnHJEDTjJV4OPIBSygsf2dpq&index=72,AEHR,energizing
72,3. Norman Greenbaum - Spirit In The Sky,Joel Gustafsson,youtube.com/watch?v=n95A6G9IxlM&list=PLZEl0b5BNrnHJEDTjJV4OPIBSygsf2dpq&index=73,AEHR,energizing
73,7. Jackson 5 - I Want You Back,Joel Gustafsson,youtube.com/watch?v=DGDyAb6pePo&list=PLZEl0b5BNrnHJEDTjJV4OPIBSygsf2dpq&index=74,AEHR,energizing
74,Tacón Flamenco,Jose Greco,youtube.com/watch?v=DYXe_UoyHWU&list=PLZEl0b5BNrnHJEDTjJV4OPIBSygsf2dpq&index=75,AEHR,energizing
75,Good Golly Miss Molly-Little Richard-original song,AK47bandit,youtube.com/watch?v=C5VkTcmQxD8&list=PLZEl0b5BNrnHJEDTjJV4OPIBSygsf2dpq&index=76,AEHR,energizing
76,The Time Warp,Richard O'Brien,youtube.com/watch?v=S91wQbYYX3Q&list=PLZEl0b5BNrnHJEDTjJV4OPIBSygsf2dpq&index=77,AEHR,energizing
77,Scatman (ski-ba-bop-ba-dop-bop),Scatman John YouTube Channel,youtube.com/watch?v=Eht9W25tDZo&list=PLZEl0b5BNrnHJEDTjJV4OPIBSygsf2dpq&index=78,AEHR,energizing
78,Jungle Boogie,KoolandthegangShow,youtube.com/watch?v=QGKiC2suCHQ&list=PLZEl0b5BNrnHJEDTjJV4OPIBSygsf2dpq&index=79,AEHR,energizing
79,Nothing From Nothing,Billy Preston,youtube.com/watch?v=yvsTBFMT2vk&list=PLZEl0b5BNrnHJEDTjJV4OPIBSygsf2dpq&index=80,AEHR,energizing
80,Layla,Derek & The Dominos,youtube.com/watch?v=TngViNw2pOo&list=PLZEl0b5BNrnHJEDTjJV4OPIBSygsf2dpq&index=81,AEHR,energizing
81,Whole Lotta Love (Remaster),Led Zeppelin,youtube.com/watch?v=0bcIjILqORM&list=PLZEl0b5BNrnHJEDTjJV4OPIBSygsf2dpq&index=82,AEHR,energizing
82,Living In The U.S.A.,Steve Miller Band,youtube.com/watch?v=6_rKPuqxFtA&list=PLZEl0b5BNrnHJEDTjJV4OPIBSygsf2dpq&index=83,AEHR,energizing
83,Believer,ImagineDragons,youtube.com/watch?v=Kx7B-XvmFtE&list=PLZEl0b5BNrnHJEDTjJV4OPIBSygsf2dpq&index=84,AEHR,energizing
84,Perfect,Ed Sheeran,youtube.com/watch?v=ORrFJ63nlcA&list=PLZEl0b5BNrnHJEDTjJV4OPIBSygsf2dpq&index=85,AEHR,energizing
85,Shape of You,Ed Sheeran,youtube.com/watch?v=xTvyyoF_LZY&list=PLZEl0b5BNrnHJEDTjJV4OPIBSygsf2dpq&index=86,AEHR,energizing
86,"Friend Like Me (From ""Aladdin"")",Ne-Yo,youtube.com/watch?v=71zQL82zrb8&list=PLZEl0b5BNrnHJEDTjJV4OPIBSygsf2dpq&index=87,AEHR,energizing
87,Heartbreaker (Remaster),Led Zeppelin,youtube.com/watch?v=0hdQi2_HzAc&list=PLZEl0b5BNrnHJEDTjJV4OPIBSygsf2dpq&index=88,AEHR,energizing
88,Money for Nothing,Dire Straits,youtube.com/watch?v=T82VtnfKGd8&list=PLZEl0b5BNrnHJEDTjJV4OPIBSygsf2dpq&index=89,AEHR,energizing
89,Use Me,Bill Withers,youtube.com/watch?v=u_T6GE_EOks&list=PLZEl0b5BNrnHJEDTjJV4OPIBSygsf2dpq&index=90,AEHR,energizing
90,Get Up Offa That Thing (Release The Pressure),James Brown,youtube.com/watch?v=QS8FxHsw0U0&list=PLZEl0b5BNrnHJEDTjJV4OPIBSygsf2dpq&index=91,AEHR,energizing
91,Johnny B. Goode,Chuck Berry,youtube.com/watch?v=TReqmJ7iX2M&list=PLZEl0b5BNrnHJEDTjJV4OPIBSygsf2dpq&index=92,AEHR,energizing
92,Walk of Life,Dire Straits,youtube.com/watch?v=hylE_GwLFCM&list=PLZEl0b5BNrnHJEDTjJV4OPIBSygsf2dpq&index=93,AEHR,energizing
93,Old Time Rock & Roll,Bob Seger,youtube.com/watch?v=W1LsRShUPtY&list=PLZEl0b5BNrnHJEDTjJV4OPIBSygsf2dpq&index=94,AEHR,energizing
94,Paradise by the Dashboard Light,Meat Loaf,youtube.com/watch?v=P2UeE6HrxgM&list=PLZEl0b5BNrnHJEDTjJV4OPIBSygsf2dpq&index=95,AEHR,energizing
95,"Monsters, Inc.",Randy Newman,youtube.com/watch?v=oPDUZKBUhlg&list=PLZEl0b5BNrnHJEDTjJV4OPIBSygsf2dpq&index=96,AEHR,energizing
96,I Want to Take You Higher,Sly & The Family Stone,youtube.com/watch?v=1lyPRObkNGg&list=PLZEl0b5BNrnHJEDTjJV4OPIBSygsf2dpq&index=97,AEHR,energizing
97,Thank You (Falettinme Be Mice Elf Agin),Sly & The Family Stone,youtube.com/watch?v=09bSoxFgaRI&list=PLZEl0b5BNrnHJEDTjJV4OPIBSygsf2dpq&index=98,AEHR,energizing
98,Got To Give It Up,Marvin Gaye,youtube.com/watch?v=lM-SNTqc038&list=PLZEl0b5BNrnHJEDTjJV4OPIBSygsf2dpq&index=99,AEHR,energizing
99,Relax,Frankie Goes To Hollywood,youtube.com/watch?v=pJ2L1dh-dSo&list=PLZEl0b5BNrnHJEDTjJV4OPIBSygsf2dpq&index=100,AEHR,energizing
0,You Are The Sunshine Of My Life,Stevie Wonder,youtube.com/watch?v=SbenaOqv4yQ&list=PLZEl0b5BNrnGKR98EHwE3L3a0Xmu1emhy&index=1,GSHA,relaxing
